"","Cell","Organism","Attribute","Value","Nlevel"
"20935",15,"27","Heterocysts",0,"med"
"20936",16,"27","Heterocysts",0,"med"
"20937",17,"27","Heterocysts",0,"med"
"20938",18,"27","Heterocysts",0,"med"
"20939",19,"27","Heterocysts",0,"med"
"20940",20,"27","Heterocysts",1,"med"
"20941",1,"28","Heterocysts",1,"med"
"20942",2,"28","Heterocysts",0,"med"
"20943",3,"28","Heterocysts",0,"med"
"20944",4,"28","Heterocysts",0,"med"
"20945",5,"28","Heterocysts",0,"med"
"20946",6,"28","Heterocysts",0,"med"
"20947",7,"28","Heterocysts",0,"med"
"20948",8,"28","Heterocysts",0,"med"
"20949",9,"28","Heterocysts",0,"med"
"20950",10,"28","Heterocysts",0,"med"
"20951",11,"28","Heterocysts",0,"med"
"20952",12,"28","Heterocysts",1,"med"
"20953",13,"28","Heterocysts",0,"med"
"20954",14,"28","Heterocysts",0,"med"
"20955",15,"28","Heterocysts",0,"med"
"20956",16,"28","Heterocysts",0,"med"
"20957",17,"28","Heterocysts",0,"med"
"20958",18,"28","Heterocysts",0,"med"
"20959",19,"28","Heterocysts",0,"med"
"20960",20,"28","Heterocysts",1,"med"
"20961",1,"29","Heterocysts",1,"med"
"20962",2,"29","Heterocysts",0,"med"
"20963",3,"29","Heterocysts",0,"med"
"20964",4,"29","Heterocysts",0,"med"
"20965",5,"29","Heterocysts",0,"med"
"20966",6,"29","Heterocysts",0,"med"
"20967",7,"29","Heterocysts",0,"med"
"20968",8,"29","Heterocysts",0,"med"
"20969",9,"29","Heterocysts",0,"med"
"20970",10,"29","Heterocysts",0,"med"
"20971",11,"29","Heterocysts",1,"med"
"20972",12,"29","Heterocysts",0,"med"
"20973",13,"29","Heterocysts",0,"med"
"20974",14,"29","Heterocysts",0,"med"
"20975",15,"29","Heterocysts",0,"med"
"20976",16,"29","Heterocysts",0,"med"
"20977",17,"29","Heterocysts",0,"med"
"20978",18,"29","Heterocysts",0,"med"
"20979",19,"29","Heterocysts",0,"med"
"20980",20,"29","Heterocysts",1,"med"
"20981",1,"30","Heterocysts",1,"med"
"20982",2,"30","Heterocysts",0,"med"
"20983",3,"30","Heterocysts",0,"med"
"20984",4,"30","Heterocysts",0,"med"
"20985",5,"30","Heterocysts",0,"med"
"20986",6,"30","Heterocysts",0,"med"
"20987",7,"30","Heterocysts",0,"med"
"20988",8,"30","Heterocysts",0,"med"
"20989",9,"30","Heterocysts",0,"med"
"20990",10,"30","Heterocysts",1,"med"
"20991",11,"30","Heterocysts",0,"med"
"20992",12,"30","Heterocysts",0,"med"
"20993",13,"30","Heterocysts",0,"med"
"20994",14,"30","Heterocysts",0,"med"
"20995",15,"30","Heterocysts",0,"med"
"20996",16,"30","Heterocysts",0,"med"
"20997",17,"30","Heterocysts",0,"med"
"20998",18,"30","Heterocysts",0,"med"
"20999",19,"30","Heterocysts",0,"med"
"21000",20,"30","Heterocysts",1,"med"
"21001",1,"1","FixedNitrogen",13.967,"med"
"21002",2,"1","FixedNitrogen",1.4785,"med"
"21003",3,"1","FixedNitrogen",1.2527,"med"
"21004",4,"1","FixedNitrogen",1.0607,"med"
"21005",5,"1","FixedNitrogen",0.39331,"med"
"21006",6,"1","FixedNitrogen",0.32066,"med"
"21007",7,"1","FixedNitrogen",0.18556,"med"
"21008",8,"1","FixedNitrogen",0.13139,"med"
"21009",9,"1","FixedNitrogen",0.1115,"med"
"21010",10,"1","FixedNitrogen",0.26698,"med"
"21011",11,"1","FixedNitrogen",2.972,"med"
"21012",12,"1","FixedNitrogen",0.21582,"med"
"21013",13,"1","FixedNitrogen",0.21582,"med"
"21014",14,"1","FixedNitrogen",0.3287,"med"
"21015",15,"1","FixedNitrogen",0.45214,"med"
"21016",16,"1","FixedNitrogen",0.54212,"med"
"21017",17,"1","FixedNitrogen",0.64622,"med"
"21018",18,"1","FixedNitrogen",1.569,"med"
"21019",19,"1","FixedNitrogen",3.6745,"med"
"21020",20,"1","FixedNitrogen",16.021,"med"
"21021",1,"2","FixedNitrogen",12.946,"med"
"21022",2,"2","FixedNitrogen",1.4131,"med"
"21023",3,"2","FixedNitrogen",1.3985,"med"
"21024",4,"2","FixedNitrogen",1.0243,"med"
"21025",5,"2","FixedNitrogen",0.35369,"med"
"21026",6,"2","FixedNitrogen",0.3165,"med"
"21027",7,"2","FixedNitrogen",0.15921,"med"
"21028",8,"2","FixedNitrogen",0.11463,"med"
"21029",9,"2","FixedNitrogen",0.12125,"med"
"21030",10,"2","FixedNitrogen",0.25186,"med"
"21031",11,"2","FixedNitrogen",2.4317,"med"
"21032",12,"2","FixedNitrogen",0.24153,"med"
"21033",13,"2","FixedNitrogen",0.20661,"med"
"21034",14,"2","FixedNitrogen",0.42081,"med"
"21035",15,"2","FixedNitrogen",0.60072,"med"
"21036",16,"2","FixedNitrogen",0.72201,"med"
"21037",17,"2","FixedNitrogen",0.78428,"med"
"21038",18,"2","FixedNitrogen",2.0151,"med"
"21039",19,"2","FixedNitrogen",2.0151,"med"
"21040",20,"2","FixedNitrogen",16.135,"med"
"21041",1,"3","FixedNitrogen",16.22,"med"
"21042",2,"3","FixedNitrogen",3.803,"med"
"21043",3,"3","FixedNitrogen",1.5775,"med"
"21044",4,"3","FixedNitrogen",0.64428,"med"
"21045",5,"3","FixedNitrogen",0.5278,"med"
"21046",6,"3","FixedNitrogen",0.41863,"med"
"21047",7,"3","FixedNitrogen",0.33078,"med"
"21048",8,"3","FixedNitrogen",0.21,"med"
"21049",9,"3","FixedNitrogen",0.29094,"med"
"21050",10,"3","FixedNitrogen",3.3705,"med"
"21051",11,"3","FixedNitrogen",0.33496,"med"
"21052",12,"3","FixedNitrogen",0.13511,"med"
"21053",13,"3","FixedNitrogen",0.14879,"med"
"21054",14,"3","FixedNitrogen",0.17492,"med"
"21055",15,"3","FixedNitrogen",0.31502,"med"
"21056",16,"3","FixedNitrogen",0.37343,"med"
"21057",17,"3","FixedNitrogen",1.0645,"med"
"21058",18,"3","FixedNitrogen",1.3268,"med"
"21059",19,"3","FixedNitrogen",1.3268,"med"
"21060",20,"3","FixedNitrogen",13.071,"med"
"21061",1,"4","FixedNitrogen",14.038,"med"
"21062",2,"4","FixedNitrogen",1.8301,"med"
"21063",3,"4","FixedNitrogen",1.3368,"med"
"21064",4,"4","FixedNitrogen",1.0615,"med"
"21065",5,"4","FixedNitrogen",0.35454,"med"
"21066",6,"4","FixedNitrogen",0.2332,"med"
"21067",7,"4","FixedNitrogen",0.12085,"med"
"21068",8,"4","FixedNitrogen",0.10164,"med"
"21069",9,"4","FixedNitrogen",0.11204,"med"
"21070",10,"4","FixedNitrogen",0.39503,"med"
"21071",11,"4","FixedNitrogen",3.8616,"med"
"21072",12,"4","FixedNitrogen",0.28082,"med"
"21073",13,"4","FixedNitrogen",0.28082,"med"
"21074",14,"4","FixedNitrogen",0.3626,"med"
"21075",15,"4","FixedNitrogen",0.51074,"med"
"21076",16,"4","FixedNitrogen",0.613,"med"
"21077",17,"4","FixedNitrogen",0.73444,"med"
"21078",18,"4","FixedNitrogen",1.7182,"med"
"21079",19,"4","FixedNitrogen",3.0954,"med"
"21080",20,"4","FixedNitrogen",16.018,"med"
"21081",1,"5","FixedNitrogen",13.909,"med"
"21082",2,"5","FixedNitrogen",1.5797,"med"
"21083",3,"5","FixedNitrogen",1.5797,"med"
"21084",4,"5","FixedNitrogen",1.2354,"med"
"21085",5,"5","FixedNitrogen",0.4371,"med"
"21086",6,"5","FixedNitrogen",0.25171,"med"
"21087",7,"5","FixedNitrogen",0.12396,"med"
"21088",8,"5","FixedNitrogen",0.12234,"med"
"21089",9,"5","FixedNitrogen",0.5522,"med"
"21090",10,"5","FixedNitrogen",4.7696,"med"
"21091",11,"5","FixedNitrogen",0.62464,"med"
"21092",12,"5","FixedNitrogen",0.24944,"med"
"21093",13,"5","FixedNitrogen",0.31589,"med"
"21094",14,"5","FixedNitrogen",0.43834,"med"
"21095",15,"5","FixedNitrogen",0.53804,"med"
"21096",16,"5","FixedNitrogen",0.66582,"med"
"21097",17,"5","FixedNitrogen",1.5788,"med"
"21098",18,"5","FixedNitrogen",1.946,"med"
"21099",19,"5","FixedNitrogen",2.0257,"med"
"21100",20,"5","FixedNitrogen",15.405,"med"
"21101",1,"6","FixedNitrogen",15.141,"med"
"21102",2,"6","FixedNitrogen",3.2479,"med"
"21103",3,"6","FixedNitrogen",1.6564,"med"
"21104",4,"6","FixedNitrogen",0.66931,"med"
"21105",5,"6","FixedNitrogen",0.59571,"med"
"21106",6,"6","FixedNitrogen",0.48272,"med"
"21107",7,"6","FixedNitrogen",0.35371,"med"
"21108",8,"6","FixedNitrogen",0.31116,"med"
"21109",9,"6","FixedNitrogen",0.82996,"med"
"21110",10,"6","FixedNitrogen",5.4591,"med"
"21111",11,"6","FixedNitrogen",0.38804,"med"
"21112",12,"6","FixedNitrogen",0.34232,"med"
"21113",13,"6","FixedNitrogen",0.26948,"med"
"21114",14,"6","FixedNitrogen",0.21586,"med"
"21115",15,"6","FixedNitrogen",0.30951,"med"
"21116",16,"6","FixedNitrogen",0.51471,"med"
"21117",17,"6","FixedNitrogen",0.52123,"med"
"21118",18,"6","FixedNitrogen",1.5664,"med"
"21119",19,"6","FixedNitrogen",1.5664,"med"
"21120",20,"6","FixedNitrogen",14.23,"med"
"21121",1,"7","FixedNitrogen",6.8586,"med"
"21122",2,"7","FixedNitrogen",7.029,"med"
"21123",3,"7","FixedNitrogen",0.52417,"med"
"21124",4,"7","FixedNitrogen",0.46482,"med"
"21125",5,"7","FixedNitrogen",0.26079,"med"
"21126",6,"7","FixedNitrogen",0.28138,"med"
"21127",7,"7","FixedNitrogen",0.36167,"med"
"21128",8,"7","FixedNitrogen",0.4655,"med"
"21129",9,"7","FixedNitrogen",0.4655,"med"
"21130",10,"7","FixedNitrogen",1.1315,"med"
"21131",11,"7","FixedNitrogen",2.1537,"med"
"21132",12,"7","FixedNitrogen",12.659,"med"
"21133",13,"7","FixedNitrogen",2.7349,"med"
"21134",14,"7","FixedNitrogen",1.0962,"med"
"21135",15,"7","FixedNitrogen",0.42764,"med"
"21136",16,"7","FixedNitrogen",0.35581,"med"
"21137",17,"7","FixedNitrogen",0.27071,"med"
"21138",18,"7","FixedNitrogen",0.43835,"med"
"21139",19,"7","FixedNitrogen",3.8721,"med"
"21140",20,"7","FixedNitrogen",3.8257,"med"
"21141",1,"8","FixedNitrogen",15.843,"med"
"21142",2,"8","FixedNitrogen",3.2567,"med"
"21143",3,"8","FixedNitrogen",1.6401,"med"
"21144",4,"8","FixedNitrogen",0.6739,"med"
"21145",5,"8","FixedNitrogen",0.57436,"med"
"21146",6,"8","FixedNitrogen",0.44546,"med"
"21147",7,"8","FixedNitrogen",0.37539,"med"
"21148",8,"8","FixedNitrogen",0.3335,"med"
"21149",9,"8","FixedNitrogen",0.22573,"med"
"21150",10,"8","FixedNitrogen",0.22573,"med"
"21151",11,"8","FixedNitrogen",3.2796,"med"
"21152",12,"8","FixedNitrogen",0.35424,"med"
"21153",13,"8","FixedNitrogen",0.2381,"med"
"21154",14,"8","FixedNitrogen",0.2077,"med"
"21155",15,"8","FixedNitrogen",0.27733,"med"
"21156",16,"8","FixedNitrogen",0.45444,"med"
"21157",17,"8","FixedNitrogen",0.47942,"med"
"21158",18,"8","FixedNitrogen",1.3262,"med"
"21159",19,"8","FixedNitrogen",2.0669,"med"
"21160",20,"8","FixedNitrogen",14.496,"med"
"21161",1,"9","FixedNitrogen",15.007,"med"
"21162",2,"9","FixedNitrogen",2.3554,"med"
"21163",3,"9","FixedNitrogen",1.1376,"med"
"21164",4,"9","FixedNitrogen",0.83951,"med"
"21165",5,"9","FixedNitrogen",0.2819,"med"
"21166",6,"9","FixedNitrogen",0.2819,"med"
"21167",7,"9","FixedNitrogen",0.16655,"med"
"21168",8,"9","FixedNitrogen",0.16512,"med"
"21169",9,"9","FixedNitrogen",0.68288,"med"
"21170",10,"9","FixedNitrogen",5.2439,"med"
"21171",11,"9","FixedNitrogen",0.75458,"med"
"21172",12,"9","FixedNitrogen",0.15745,"med"
"21173",13,"9","FixedNitrogen",0.13958,"med"
"21174",14,"9","FixedNitrogen",0.33137,"med"
"21175",15,"9","FixedNitrogen",0.43011,"med"
"21176",16,"9","FixedNitrogen",0.55235,"med"
"21177",17,"9","FixedNitrogen",0.83898,"med"
"21178",18,"9","FixedNitrogen",1.823,"med"
"21179",19,"9","FixedNitrogen",3.687,"med"
"21180",20,"9","FixedNitrogen",15.663,"med"
"21181",1,"10","FixedNitrogen",17.146,"med"
"21182",2,"10","FixedNitrogen",3.8358,"med"
"21183",3,"10","FixedNitrogen",1.7451,"med"
"21184",4,"10","FixedNitrogen",0.78378,"med"
"21185",5,"10","FixedNitrogen",0.56879,"med"
"21186",6,"10","FixedNitrogen",0.46696,"med"
"21187",7,"10","FixedNitrogen",0.17289,"med"
"21188",8,"10","FixedNitrogen",0.15672,"med"
"21189",9,"10","FixedNitrogen",0.16543,"med"
"21190",10,"10","FixedNitrogen",0.30829,"med"
"21191",11,"10","FixedNitrogen",3.4963,"med"
"21192",12,"10","FixedNitrogen",0.34245,"med"
"21193",13,"10","FixedNitrogen",0.13641,"med"
"21194",14,"10","FixedNitrogen",0.1613,"med"
"21195",15,"10","FixedNitrogen",0.1613,"med"
"21196",16,"10","FixedNitrogen",0.30286,"med"
"21197",17,"10","FixedNitrogen",0.39037,"med"
"21198",18,"10","FixedNitrogen",1.2143,"med"
"21199",19,"10","FixedNitrogen",3.1467,"med"
"21200",20,"10","FixedNitrogen",11.923,"med"
"21201",1,"11","FixedNitrogen",14.431,"med"
"21202",2,"11","FixedNitrogen",1.5554,"med"
"21203",3,"11","FixedNitrogen",1.2505,"med"
"21204",4,"11","FixedNitrogen",0.94688,"med"
"21205",5,"11","FixedNitrogen",0.31569,"med"
"21206",6,"11","FixedNitrogen",0.26709,"med"
"21207",7,"11","FixedNitrogen",0.15138,"med"
"21208",8,"11","FixedNitrogen",0.1276,"med"
"21209",9,"11","FixedNitrogen",0.14916,"med"
"21210",10,"11","FixedNitrogen",0.24888,"med"
"21211",11,"11","FixedNitrogen",0.24888,"med"
"21212",12,"11","FixedNitrogen",4.3535,"med"
"21213",13,"11","FixedNitrogen",0.64931,"med"
"21214",14,"11","FixedNitrogen",0.34518,"med"
"21215",15,"11","FixedNitrogen",0.4148,"med"
"21216",16,"11","FixedNitrogen",0.54272,"med"
"21217",17,"11","FixedNitrogen",0.67405,"med"
"21218",18,"11","FixedNitrogen",1.6205,"med"
"21219",19,"11","FixedNitrogen",3.3282,"med"
"21220",20,"11","FixedNitrogen",16.259,"med"
"21221",1,"12","FixedNitrogen",15.068,"med"
"21222",2,"12","FixedNitrogen",1.9954,"med"
"21223",3,"12","FixedNitrogen",1.9954,"med"
"21224",4,"12","FixedNitrogen",1.4752,"med"
"21225",5,"12","FixedNitrogen",0.55684,"med"
"21226",6,"12","FixedNitrogen",0.54382,"med"
"21227",7,"12","FixedNitrogen",0.39427,"med"
"21228",8,"12","FixedNitrogen",0.36192,"med"
"21229",9,"12","FixedNitrogen",0.33778,"med"
"21230",10,"12","FixedNitrogen",0.60912,"med"
"21231",11,"12","FixedNitrogen",4.5639,"med"
"21232",12,"12","FixedNitrogen",0.52306,"med"
"21233",13,"12","FixedNitrogen",0.12707,"med"
"21234",14,"12","FixedNitrogen",0.10893,"med"
"21235",15,"12","FixedNitrogen",0.22081,"med"
"21236",16,"12","FixedNitrogen",0.33179,"med"
"21237",17,"12","FixedNitrogen",0.97232,"med"
"21238",18,"12","FixedNitrogen",1.2124,"med"
"21239",19,"12","FixedNitrogen",2.4687,"med"
"21240",20,"12","FixedNitrogen",13.821,"med"
"21241",1,"13","FixedNitrogen",16.649,"med"
"21242",2,"13","FixedNitrogen",4.1747,"med"
"21243",3,"13","FixedNitrogen",0.89,"med"
"21244",4,"13","FixedNitrogen",0.89,"med"
"21245",5,"13","FixedNitrogen",0.76283,"med"
"21246",6,"13","FixedNitrogen",0.58433,"med"
"21247",7,"13","FixedNitrogen",0.28148,"med"
"21248",8,"13","FixedNitrogen",0.23584,"med"
"21249",9,"13","FixedNitrogen",0.28961,"med"
"21250",10,"13","FixedNitrogen",0.20558,"med"
"21251",11,"13","FixedNitrogen",0.68282,"med"
"21252",12,"13","FixedNitrogen",5.149,"med"
"21253",13,"13","FixedNitrogen",0.65053,"med"
"21254",14,"13","FixedNitrogen",0.15078,"med"
"21255",15,"13","FixedNitrogen",0.22668,"med"
"21256",16,"13","FixedNitrogen",0.64709,"med"
"21257",17,"13","FixedNitrogen",0.45689,"med"
"21258",18,"13","FixedNitrogen",0.63829,"med"
"21259",19,"13","FixedNitrogen",3.7361,"med"
"21260",20,"13","FixedNitrogen",14.452,"med"
"21261",1,"14","FixedNitrogen",16.696,"med"
"21262",2,"14","FixedNitrogen",2.1869,"med"
"21263",3,"14","FixedNitrogen",2.0812,"med"
"21264",4,"14","FixedNitrogen",1.6468,"med"
"21265",5,"14","FixedNitrogen",0.68806,"med"
"21266",6,"14","FixedNitrogen",0.51247,"med"
"21267",7,"14","FixedNitrogen",0.44353,"med"
"21268",8,"14","FixedNitrogen",0.49654,"med"
"21269",9,"14","FixedNitrogen",2.9719,"med"
"21270",10,"14","FixedNitrogen",0.18994,"med"
"21271",11,"14","FixedNitrogen",0.18994,"med"
"21272",12,"14","FixedNitrogen",0.13669,"med"
"21273",13,"14","FixedNitrogen",0.14168,"med"
"21274",14,"14","FixedNitrogen",0.2053,"med"
"21275",15,"14","FixedNitrogen",0.29714,"med"
"21276",16,"14","FixedNitrogen",0.38638,"med"
"21277",17,"14","FixedNitrogen",0.42187,"med"
"21278",18,"14","FixedNitrogen",1.0791,"med"
"21279",19,"14","FixedNitrogen",2.6453,"med"
"21280",20,"14","FixedNitrogen",15.33,"med"
"21281",1,"15","FixedNitrogen",16.909,"med"
"21282",2,"15","FixedNitrogen",1.9543,"med"
"21283",3,"15","FixedNitrogen",1.9543,"med"
"21284",4,"15","FixedNitrogen",1.542,"med"
"21285",5,"15","FixedNitrogen",0.64765,"med"
"21286",6,"15","FixedNitrogen",0.55891,"med"
"21287",7,"15","FixedNitrogen",0.50626,"med"
"21288",8,"15","FixedNitrogen",0.3228,"med"
"21289",9,"15","FixedNitrogen",0.19344,"med"
"21290",10,"15","FixedNitrogen",0.25336,"med"
"21291",11,"15","FixedNitrogen",3.3276,"med"
"21292",12,"15","FixedNitrogen",0.31221,"med"
"21293",13,"15","FixedNitrogen",0.11905,"med"
"21294",14,"15","FixedNitrogen",0.12807,"med"
"21295",15,"15","FixedNitrogen",0.15696,"med"
"21296",16,"15","FixedNitrogen",0.31446,"med"
"21297",17,"15","FixedNitrogen",0.48689,"med"
"21298",18,"15","FixedNitrogen",1.4401,"med"
"21299",19,"15","FixedNitrogen",2.3979,"med"
"21300",20,"15","FixedNitrogen",11.899,"med"
"21301",1,"16","FixedNitrogen",13.418,"med"
"21302",2,"16","FixedNitrogen",1.8319,"med"
"21303",3,"16","FixedNitrogen",1.2174,"med"
"21304",4,"16","FixedNitrogen",1.0065,"med"
"21305",5,"16","FixedNitrogen",0.35191,"med"
"21306",6,"16","FixedNitrogen",0.2427,"med"
"21307",7,"16","FixedNitrogen",0.12355,"med"
"21308",8,"16","FixedNitrogen",0.12121,"med"
"21309",9,"16","FixedNitrogen",0.53755,"med"
"21310",10,"16","FixedNitrogen",4.6883,"med"
"21311",11,"16","FixedNitrogen",0.32172,"med"
"21312",12,"16","FixedNitrogen",0.32172,"med"
"21313",13,"16","FixedNitrogen",0.32791,"med"
"21314",14,"16","FixedNitrogen",0.39483,"med"
"21315",15,"16","FixedNitrogen",0.56509,"med"
"21316",16,"16","FixedNitrogen",0.67557,"med"
"21317",17,"16","FixedNitrogen",0.68934,"med"
"21318",18,"16","FixedNitrogen",1.6724,"med"
"21319",19,"16","FixedNitrogen",2.6945,"med"
"21320",20,"16","FixedNitrogen",15.808,"med"
"21321",1,"17","FixedNitrogen",15.108,"med"
"21322",2,"17","FixedNitrogen",2.895,"med"
"21323",3,"17","FixedNitrogen",1.7364,"med"
"21324",4,"17","FixedNitrogen",0.69991,"med"
"21325",5,"17","FixedNitrogen",0.59585,"med"
"21326",6,"17","FixedNitrogen",0.44623,"med"
"21327",7,"17","FixedNitrogen",0.39582,"med"
"21328",8,"17","FixedNitrogen",0.36425,"med"
"21329",9,"17","FixedNitrogen",0.25755,"med"
"21330",10,"17","FixedNitrogen",0.25755,"med"
"21331",11,"17","FixedNitrogen",3.8563,"med"
"21332",12,"17","FixedNitrogen",0.39229,"med"
"21333",13,"17","FixedNitrogen",0.10746,"med"
"21334",14,"17","FixedNitrogen",0.14513,"med"
"21335",15,"17","FixedNitrogen",0.2765,"med"
"21336",16,"17","FixedNitrogen",0.37364,"med"
"21337",17,"17","FixedNitrogen",1.0935,"med"
"21338",18,"17","FixedNitrogen",1.5451,"med"
"21339",19,"17","FixedNitrogen",1.5679,"med"
"21340",20,"17","FixedNitrogen",14.008,"med"
"21341",1,"18","FixedNitrogen",13.706,"med"
"21342",2,"18","FixedNitrogen",1.2542,"med"
"21343",3,"18","FixedNitrogen",1.2542,"med"
"21344",4,"18","FixedNitrogen",0.97992,"med"
"21345",5,"18","FixedNitrogen",0.35997,"med"
"21346",6,"18","FixedNitrogen",0.35027,"med"
"21347",7,"18","FixedNitrogen",0.187,"med"
"21348",8,"18","FixedNitrogen",0.12547,"med"
"21349",9,"18","FixedNitrogen",0.13801,"med"
"21350",10,"18","FixedNitrogen",0.13565,"med"
"21351",11,"18","FixedNitrogen",0.24488,"med"
"21352",12,"18","FixedNitrogen",3.5886,"med"
"21353",13,"18","FixedNitrogen",0.55218,"med"
"21354",14,"18","FixedNitrogen",0.37708,"med"
"21355",15,"18","FixedNitrogen",0.45874,"med"
"21356",16,"18","FixedNitrogen",0.59819,"med"
"21357",17,"18","FixedNitrogen",0.6259,"med"
"21358",18,"18","FixedNitrogen",1.6092,"med"
"21359",19,"18","FixedNitrogen",2.8033,"med"
"21360",20,"18","FixedNitrogen",16.249,"med"
"21361",1,"19","FixedNitrogen",14.301,"med"
"21362",2,"19","FixedNitrogen",2.8241,"med"
"21363",3,"19","FixedNitrogen",0.55893,"med"
"21364",4,"19","FixedNitrogen",0.55893,"med"
"21365",5,"19","FixedNitrogen",0.37058,"med"
"21366",6,"19","FixedNitrogen",0.27689,"med"
"21367",7,"19","FixedNitrogen",0.16121,"med"
"21368",8,"19","FixedNitrogen",0.12939,"med"
"21369",9,"19","FixedNitrogen",0.30932,"med"
"21370",10,"19","FixedNitrogen",3.0449,"med"
"21371",11,"19","FixedNitrogen",0.38342,"med"
"21372",12,"19","FixedNitrogen",0.16106,"med"
"21373",13,"19","FixedNitrogen",0.16942,"med"
"21374",14,"19","FixedNitrogen",0.38153,"med"
"21375",15,"19","FixedNitrogen",0.49685,"med"
"21376",16,"19","FixedNitrogen",0.58902,"med"
"21377",17,"19","FixedNitrogen",0.67991,"med"
"21378",18,"19","FixedNitrogen",1.6017,"med"
"21379",19,"19","FixedNitrogen",3.3669,"med"
"21380",20,"19","FixedNitrogen",16.218,"med"
"21381",1,"20","FixedNitrogen",16.566,"med"
"21382",2,"20","FixedNitrogen",2.9739,"med"
"21383",3,"20","FixedNitrogen",1.7711,"med"
"21384",4,"20","FixedNitrogen",0.76381,"med"
"21385",5,"20","FixedNitrogen",0.64079,"med"
"21386",6,"20","FixedNitrogen",0.55375,"med"
"21387",7,"20","FixedNitrogen",0.38543,"med"
"21388",8,"20","FixedNitrogen",0.331,"med"
"21389",9,"20","FixedNitrogen",0.57608,"med"
"21390",10,"20","FixedNitrogen",4.1521,"med"
"21391",11,"20","FixedNitrogen",0.48042,"med"
"21392",12,"20","FixedNitrogen",0.11772,"med"
"21393",13,"20","FixedNitrogen",0.12171,"med"
"21394",14,"20","FixedNitrogen",0.24005,"med"
"21395",15,"20","FixedNitrogen",0.327,"med"
"21396",16,"20","FixedNitrogen",0.49111,"med"
"21397",17,"20","FixedNitrogen",0.57773,"med"
"21398",18,"20","FixedNitrogen",1.7058,"med"
"21399",19,"20","FixedNitrogen",1.7058,"med"
"21400",20,"20","FixedNitrogen",14.213,"med"
"21401",1,"21","FixedNitrogen",13.235,"med"
"21402",2,"21","FixedNitrogen",2.6463,"med"
"21403",3,"21","FixedNitrogen",1.203,"med"
"21404",4,"21","FixedNitrogen",0.41345,"med"
"21405",5,"21","FixedNitrogen",0.2627,"med"
"21406",6,"21","FixedNitrogen",0.13118,"med"
"21407",7,"21","FixedNitrogen",0.12551,"med"
"21408",8,"21","FixedNitrogen",0.12645,"med"
"21409",9,"21","FixedNitrogen",0.44165,"med"
"21410",10,"21","FixedNitrogen",4.2063,"med"
"21411",11,"21","FixedNitrogen",0.34829,"med"
"21412",12,"21","FixedNitrogen",0.24852,"med"
"21413",13,"21","FixedNitrogen",0.31988,"med"
"21414",14,"21","FixedNitrogen",0.38427,"med"
"21415",15,"21","FixedNitrogen",0.50424,"med"
"21416",16,"21","FixedNitrogen",0.58139,"med"
"21417",17,"21","FixedNitrogen",1.4601,"med"
"21418",18,"21","FixedNitrogen",1.8833,"med"
"21419",19,"21","FixedNitrogen",1.8833,"med"
"21420",20,"21","FixedNitrogen",16.398,"med"
"21421",1,"22","FixedNitrogen",15.674,"med"
"21422",2,"22","FixedNitrogen",3.938,"med"
"21423",3,"22","FixedNitrogen",0.79923,"med"
"21424",4,"22","FixedNitrogen",0.79923,"med"
"21425",5,"22","FixedNitrogen",0.57384,"med"
"21426",6,"22","FixedNitrogen",0.52005,"med"
"21427",7,"22","FixedNitrogen",0.43563,"med"
"21428",8,"22","FixedNitrogen",0.31334,"med"
"21429",9,"22","FixedNitrogen",0.48584,"med"
"21430",10,"22","FixedNitrogen",3.6768,"med"
"21431",11,"22","FixedNitrogen",0.34637,"med"
"21432",12,"22","FixedNitrogen",0.10371,"med"
"21433",13,"22","FixedNitrogen",0.10937,"med"
"21434",14,"22","FixedNitrogen",0.16146,"med"
"21435",15,"22","FixedNitrogen",0.29124,"med"
"21436",16,"22","FixedNitrogen",0.36007,"med"
"21437",17,"22","FixedNitrogen",0.98433,"med"
"21438",18,"22","FixedNitrogen",1.2202,"med"
"21439",19,"22","FixedNitrogen",2.0844,"med"
"21440",20,"22","FixedNitrogen",13.19,"med"
"21441",1,"23","FixedNitrogen",16.091,"med"
"21442",2,"23","FixedNitrogen",4.362,"med"
"21443",3,"23","FixedNitrogen",1.8121,"med"
"21444",4,"23","FixedNitrogen",0.78726,"med"
"21445",5,"23","FixedNitrogen",0.63164,"med"
"21446",6,"23","FixedNitrogen",0.36726,"med"
"21447",7,"23","FixedNitrogen",0.36726,"med"
"21448",8,"23","FixedNitrogen",2.8858,"med"
"21449",9,"23","FixedNitrogen",0.2825,"med"
"21450",10,"23","FixedNitrogen",0.29878,"med"
"21451",11,"23","FixedNitrogen",3.1433,"med"
"21452",12,"23","FixedNitrogen",0.28233,"med"
"21453",13,"23","FixedNitrogen",0.19622,"med"
"21454",14,"23","FixedNitrogen",0.27233,"med"
"21455",15,"23","FixedNitrogen",0.31644,"med"
"21456",16,"23","FixedNitrogen",0.45226,"med"
"21457",17,"23","FixedNitrogen",0.51374,"med"
"21458",18,"23","FixedNitrogen",1.4106,"med"
"21459",19,"23","FixedNitrogen",2.1814,"med"
"21460",20,"23","FixedNitrogen",12.332,"med"
"21461",1,"24","FixedNitrogen",15.551,"med"
"21462",2,"24","FixedNitrogen",1.5016,"med"
"21463",3,"24","FixedNitrogen",1.5016,"med"
"21464",4,"24","FixedNitrogen",0.98651,"med"
"21465",5,"24","FixedNitrogen",0.70822,"med"
"21466",6,"24","FixedNitrogen",0.27951,"med"
